Título de trazado: La Paz,,
N.º,"Fecha Tiempo, GMT-04:00","Temp, °C (LGR S/N: 20355576, SEN S/N: 20355576)"
3222,8/7/2018 11:30,29.953
3223,8/7/2018 12:00,29.853
3224,8/7/2018 12:30,29.853
3225,8/7/2018 13:00,29.853
3226,8/7/2018 13:30,29.853
3227,8/7/2018 14:00,29.853
3228,8/7/2018 14:30,29.853
3229,8/7/2018 15:00,29.853
3230,8/7/2018 15:30,29.853
3231,8/7/2018 16:00,29.853
3232,8/7/2018 16:30,29.853
3233,8/7/2018 17:00,29.853
3234,8/7/2018 17:30,29.953
3235,8/7/2018 18:00,29.953
3236,8/7/2018 18:30,29.953
3237,8/7/2018 19:00,29.953
3238,8/7/2018 19:30,30.054
3239,8/7/2018 20:00,30.054
3240,8/7/2018 20:30,29.953
3241,8/7/2018 21:00,29.853
3242,8/7/2018 21:30,29.853
3243,8/7/2018 22:00,29.752
3244,8/7/2018 22:30,29.752
3245,8/7/2018 23:00,29.752
3246,8/7/2018 23:30,29.752
3247,8/8/2018 0:00,29.752
3248,8/8/2018 0:30,29.752
3249,8/8/2018 1:00,29.752
3250,8/8/2018 1:30,29.652
3251,8/8/2018 2:00,29.652
3252,8/8/2018 2:30,29.652
3253,8/8/2018 3:00,29.652
3254,8/8/2018 3:30,29.652
3255,8/8/2018 4:00,29.652
3256,8/8/2018 4:30,29.652
3257,8/8/2018 5:00,29.652
3258,8/8/2018 5:30,29.652
3259,8/8/2018 6:00,29.552
3260,8/8/2018 6:30,29.552
3261,8/8/2018 7:00,29.552
3262,8/8/2018 7:30,29.552
3263,8/8/2018 8:00,29.552
3264,8/8/2018 8:30,29.552
3265,8/8/2018 9:00,29.452
3266,8/8/2018 9:30,29.452
3267,8/8/2018 10:00,29.452
3268,8/8/2018 10:30,29.352
3269,8/8/2018 11:00,29.352
3270,8/8/2018 11:30,29.352
3271,8/8/2018 12:00,29.252
3272,8/8/2018 12:30,29.352
3273,8/8/2018 13:00,29.352
3274,8/8/2018 13:30,29.352
3275,8/8/2018 14:00,29.352
3276,8/8/2018 14:30,29.452
3277,8/8/2018 15:00,29.452
3278,8/8/2018 15:30,29.452
3279,8/8/2018 16:00,29.452
3280,8/8/2018 16:30,29.452
3281,8/8/2018 17:00,29.452
3282,8/8/2018 17:30,29.352
3283,8/8/2018 18:00,29.352
3284,8/8/2018 18:30,28.357
3285,8/8/2018 19:00,28.655
3286,8/8/2018 19:30,28.06
3287,8/8/2018 20:00,28.655
3288,8/8/2018 20:30,27.764
3289,8/8/2018 21:00,27.961
3290,8/8/2018 21:30,27.862
3291,8/8/2018 22:00,27.567
3292,8/8/2018 22:30,28.555
3293,8/8/2018 23:00,28.655
3294,8/8/2018 23:30,28.754
3295,8/9/2018 0:00,28.754
3296,8/9/2018 0:30,28.754
3297,8/9/2018 1:00,28.655
3298,8/9/2018 1:30,28.655
3299,8/9/2018 2:00,28.456
3300,8/9/2018 2:30,28.258
3301,8/9/2018 3:00,28.555
3302,8/9/2018 3:30,28.06
3303,8/9/2018 4:00,28.258
3304,8/9/2018 4:30,27.961
3305,8/9/2018 5:00,27.961
3306,8/9/2018 5:30,28.06
3307,8/9/2018 6:00,27.862
3308,8/9/2018 6:30,28.159
3309,8/9/2018 7:00,27.961
3310,8/9/2018 7:30,27.764
3311,8/9/2018 8:00,27.764
3312,8/9/2018 8:30,27.665
3313,8/9/2018 9:00,27.665
3314,8/9/2018 9:30,27.665
3315,8/9/2018 10:00,27.862
3316,8/9/2018 10:30,27.862
3317,8/9/2018 11:00,27.764
3318,8/9/2018 11:30,27.862
3319,8/9/2018 12:00,27.862
3320,8/9/2018 12:30,27.961
3321,8/9/2018 13:00,27.961
3322,8/9/2018 13:30,28.159
3323,8/9/2018 14:00,28.159
3324,8/9/2018 14:30,28.258
3325,8/9/2018 15:00,28.456
3326,8/9/2018 15:30,28.555
3327,8/9/2018 16:00,28.357
3328,8/9/2018 16:30,28.555
3329,8/9/2018 17:00,28.655
3330,8/9/2018 17:30,28.754
3331,8/9/2018 18:00,28.555
3332,8/9/2018 18:30,28.456
3333,8/9/2018 19:00,28.258
3334,8/9/2018 19:30,28.258
3335,8/9/2018 20:00,28.357
3336,8/9/2018 20:30,28.258
3337,8/9/2018 21:00,28.159
3338,8/9/2018 21:30,28.258
3339,8/9/2018 22:00,28.357
3340,8/9/2018 22:30,28.357
3341,8/9/2018 23:00,28.357
3342,8/9/2018 23:30,28.357
3343,8/10/2018 0:00,28.357
3344,8/10/2018 0:30,28.357
3345,8/10/2018 1:00,28.357
3346,8/10/2018 1:30,28.357
3347,8/10/2018 2:00,28.159
3348,8/10/2018 2:30,28.357
3349,8/10/2018 3:00,28.258
3350,8/10/2018 3:30,28.258
3351,8/10/2018 4:00,28.258
3352,8/10/2018 4:30,28.357
3353,8/10/2018 5:00,28.456
3354,8/10/2018 5:30,28.357
3355,8/10/2018 6:00,28.357
3356,8/10/2018 6:30,28.357
3357,8/10/2018 7:00,28.357
3358,8/10/2018 7:30,28.258
3359,8/10/2018 8:00,28.258
3360,8/10/2018 8:30,28.159
3361,8/10/2018 9:00,28.159
3362,8/10/2018 9:30,28.159
3363,8/10/2018 10:00,28.06
3364,8/10/2018 10:30,27.961
3365,8/10/2018 11:00,27.961
3366,8/10/2018 11:30,28.357
3367,8/10/2018 12:00,28.357
3368,8/10/2018 12:30,28.357
3369,8/10/2018 13:00,28.456
3370,8/10/2018 13:30,28.357
3371,8/10/2018 14:00,28.456
3372,8/10/2018 14:30,28.258
3373,8/10/2018 15:00,28.159
3374,8/10/2018 15:30,28.258
3375,8/10/2018 16:00,28.357
3376,8/10/2018 16:30,28.456
3377,8/10/2018 17:00,28.754
3378,8/10/2018 17:30,28.754
3379,8/10/2018 18:00,28.754
3380,8/10/2018 18:30,28.555
3381,8/10/2018 19:00,28.655
3382,8/10/2018 19:30,28.754
3383,8/10/2018 20:00,28.754
3384,8/10/2018 20:30,28.655
3385,8/10/2018 21:00,28.555
3386,8/10/2018 21:30,28.655
3387,8/10/2018 22:00,28.655
3388,8/10/2018 22:30,28.555
3389,8/10/2018 23:00,28.555
3390,8/10/2018 23:30,28.555
3391,8/11/2018 0:00,28.456
3392,8/11/2018 0:30,28.456
3393,8/11/2018 1:00,28.456
3394,8/11/2018 1:30,28.456
3395,8/11/2018 2:00,28.456
3396,8/11/2018 2:30,28.456
3397,8/11/2018 3:00,28.456
3398,8/11/2018 3:30,28.456
3399,8/11/2018 4:00,28.456
3400,8/11/2018 4:30,28.456
3401,8/11/2018 5:00,28.456
3402,8/11/2018 5:30,28.456
3403,8/11/2018 6:00,28.456
3404,8/11/2018 6:30,28.456
3405,8/11/2018 7:00,28.456
3406,8/11/2018 7:30,28.456
3407,8/11/2018 8:00,28.456
3408,8/11/2018 8:30,28.456
3409,8/11/2018 9:00,28.357
3410,8/11/2018 9:30,28.357
3411,8/11/2018 10:00,28.357
3412,8/11/2018 10:30,28.357
3413,8/11/2018 11:00,28.456
3414,8/11/2018 11:30,28.754
3415,8/11/2018 12:00,28.754
3416,8/11/2018 12:30,28.655
3417,8/11/2018 13:00,28.456
3418,8/11/2018 13:30,28.754
3419,8/11/2018 14:00,28.853
3420,8/11/2018 14:30,28.853
3421,8/11/2018 15:00,28.853
3422,8/11/2018 15:30,28.853
3423,8/11/2018 16:00,28.953
3424,8/11/2018 16:30,28.853
3425,8/11/2018 17:00,29.053
3426,8/11/2018 17:30,29.053
3427,8/11/2018 18:00,29.152
3428,8/11/2018 18:30,29.152
3429,8/11/2018 19:00,29.252
3430,8/11/2018 19:30,29.152
3431,8/11/2018 20:00,29.152
3432,8/11/2018 20:30,29.352
3433,8/11/2018 21:00,28.953
3434,8/11/2018 21:30,28.953
3435,8/11/2018 22:00,29.053
3436,8/11/2018 22:30,29.252
3437,8/11/2018 23:00,29.252
3438,8/11/2018 23:30,29.252
3439,8/12/2018 0:00,28.953
3440,8/12/2018 0:30,29.053
3441,8/12/2018 1:00,28.953
3442,8/12/2018 1:30,28.853
3443,8/12/2018 2:00,28.853
3444,8/12/2018 2:30,28.754
3445,8/12/2018 3:00,28.754
3446,8/12/2018 3:30,28.754
3447,8/12/2018 4:00,28.754
3448,8/12/2018 4:30,28.754
3449,8/12/2018 5:00,28.655
3450,8/12/2018 5:30,28.754
3451,8/12/2018 6:00,28.754
3452,8/12/2018 6:30,28.754
3453,8/12/2018 7:00,28.754
3454,8/12/2018 7:30,28.754
3455,8/12/2018 8:00,28.655
3456,8/12/2018 8:30,28.655
3457,8/12/2018 9:00,28.655
3458,8/12/2018 9:30,28.655
3459,8/12/2018 10:00,28.655
3460,8/12/2018 10:30,28.655
3461,8/12/2018 11:00,28.853
3462,8/12/2018 11:30,28.953
3463,8/12/2018 12:00,28.953
3464,8/12/2018 12:30,28.953
3465,8/12/2018 13:00,29.053
3466,8/12/2018 13:30,29.152
3467,8/12/2018 14:00,29.053
3468,8/12/2018 14:30,28.953
3469,8/12/2018 15:00,28.953
3470,8/12/2018 15:30,28.953
3471,8/12/2018 16:00,28.953
3472,8/12/2018 16:30,28.853
3473,8/12/2018 17:00,28.953
3474,8/12/2018 17:30,29.152
3475,8/12/2018 18:00,29.652
3476,8/12/2018 18:30,29.552
3477,8/12/2018 19:00,29.652
3478,8/12/2018 19:30,29.652
3479,8/12/2018 20:00,29.552
3480,8/12/2018 20:30,29.452
3481,8/12/2018 21:00,29.552
3482,8/12/2018 21:30,29.352
3483,8/12/2018 22:00,29.252
3484,8/12/2018 22:30,29.352
3485,8/12/2018 23:00,29.252
3486,8/12/2018 23:30,29.352
3487,8/13/2018 0:00,29.252
3488,8/13/2018 0:30,29.152
3489,8/13/2018 1:00,29.152
3490,8/13/2018 1:30,29.152
3491,8/13/2018 2:00,29.252
3492,8/13/2018 2:30,29.152
3493,8/13/2018 3:00,29.152
3494,8/13/2018 3:30,29.152
3495,8/13/2018 4:00,29.053
3496,8/13/2018 4:30,29.053
3497,8/13/2018 5:00,29.053
3498,8/13/2018 5:30,29.053
3499,8/13/2018 6:00,29.053
3500,8/13/2018 6:30,29.053
3501,8/13/2018 7:00,29.053
3502,8/13/2018 7:30,28.953
3503,8/13/2018 8:00,29.053
3504,8/13/2018 8:30,28.953
3505,8/13/2018 9:00,28.953
3506,8/13/2018 9:30,28.953
3507,8/13/2018 10:00,28.953
3508,8/13/2018 10:30,28.953
3509,8/13/2018 11:00,29.053
3510,8/13/2018 11:30,29.152
3511,8/13/2018 12:00,29.252
3512,8/13/2018 12:30,29.252
3513,8/13/2018 13:00,29.352
3514,8/13/2018 13:30,29.452
3515,8/13/2018 14:00,29.552
3516,8/13/2018 14:30,29.552
3517,8/13/2018 15:00,29.452
3518,8/13/2018 15:30,29.652
3519,8/13/2018 16:00,29.953
3520,8/13/2018 16:30,29.752
3521,8/13/2018 17:00,29.853
3522,8/13/2018 17:30,29.953
3523,8/13/2018 18:00,29.953
3524,8/13/2018 18:30,30.054
3525,8/13/2018 19:00,29.953
3526,8/13/2018 19:30,30.054
3527,8/13/2018 20:00,29.652
3528,8/13/2018 20:30,29.853
3529,8/13/2018 21:00,29.853
3530,8/13/2018 21:30,29.752
3531,8/13/2018 22:00,29.752
3532,8/13/2018 22:30,29.652
3533,8/13/2018 23:00,29.452
3534,8/13/2018 23:30,29.452
3535,8/14/2018 0:00,29.352
3536,8/14/2018 0:30,29.352
3537,8/14/2018 1:00,29.352
3538,8/14/2018 1:30,29.252
3539,8/14/2018 2:00,29.252
3540,8/14/2018 2:30,29.152
3541,8/14/2018 3:00,29.252
3542,8/14/2018 3:30,29.152
3543,8/14/2018 4:00,29.152
3544,8/14/2018 4:30,29.152
3545,8/14/2018 5:00,29.053
3546,8/14/2018 5:30,29.053
3547,8/14/2018 6:00,29.053
3548,8/14/2018 6:30,29.053
3549,8/14/2018 7:00,28.953
3550,8/14/2018 7:30,28.953
3551,8/14/2018 8:00,28.953
3552,8/14/2018 8:30,28.953
3553,8/14/2018 9:00,28.953
3554,8/14/2018 9:30,28.953
3555,8/14/2018 10:00,28.953
3556,8/14/2018 10:30,29.053
3557,8/14/2018 11:00,29.053
3558,8/14/2018 11:30,29.252
3559,8/14/2018 12:00,29.352
3560,8/14/2018 12:30,29.452
3561,8/14/2018 13:00,29.552
3562,8/14/2018 13:30,29.552
3563,8/14/2018 14:00,29.652
3564,8/14/2018 14:30,29.853
3565,8/14/2018 15:00,29.853
3566,8/14/2018 15:30,29.853
3567,8/14/2018 16:00,29.552
3568,8/14/2018 16:30,29.652
3569,8/14/2018 17:00,29.752
3570,8/14/2018 17:30,29.853
3571,8/14/2018 18:00,29.752
3572,8/14/2018 18:30,29.652
3573,8/14/2018 19:00,29.652
3574,8/14/2018 19:30,29.552
3575,8/14/2018 20:00,29.552
3576,8/14/2018 20:30,29.552
3577,8/14/2018 21:00,29.552
3578,8/14/2018 21:30,29.552
3579,8/14/2018 22:00,29.552
3580,8/14/2018 22:30,29.452
3581,8/14/2018 23:00,29.452
3582,8/14/2018 23:30,29.452
3583,8/15/2018 0:00,29.452
3584,8/15/2018 0:30,29.352
3585,8/15/2018 1:00,29.352
3586,8/15/2018 1:30,29.352
3587,8/15/2018 2:00,29.352
3588,8/15/2018 2:30,29.252
3589,8/15/2018 3:00,29.252
3590,8/15/2018 3:30,29.252
3591,8/15/2018 4:00,29.252
3592,8/15/2018 4:30,29.252
3593,8/15/2018 5:00,29.152
3594,8/15/2018 5:30,29.152
3595,8/15/2018 6:00,29.152
3596,8/15/2018 6:30,29.152
3597,8/15/2018 7:00,29.152
3598,8/15/2018 7:30,29.152
3599,8/15/2018 8:00,29.152
3600,8/15/2018 8:30,29.152
3601,8/15/2018 9:00,29.053
3602,8/15/2018 9:30,29.053
3603,8/15/2018 10:00,29.053
3604,8/15/2018 10:30,28.953
3605,8/15/2018 11:00,29.053
3606,8/15/2018 11:30,29.053
3607,8/15/2018 12:00,29.053
3608,8/15/2018 12:30,29.053
3609,8/15/2018 13:00,29.352
3610,8/15/2018 13:30,29.152
3611,8/15/2018 14:00,29.352
3612,8/15/2018 14:30,29.252
3613,8/15/2018 15:00,29.252
3614,8/15/2018 15:30,29.552
3615,8/15/2018 16:00,29.452
3616,8/15/2018 16:30,29.452
3617,8/15/2018 17:00,29.552
3618,8/15/2018 17:30,29.652
3619,8/15/2018 18:00,29.652
3620,8/15/2018 18:30,29.752
3621,8/15/2018 19:00,29.853
3622,8/15/2018 19:30,29.853
3623,8/15/2018 20:00,29.752
3624,8/15/2018 20:30,29.652
3625,8/15/2018 21:00,29.552
3626,8/15/2018 21:30,29.452
3627,8/15/2018 22:00,29.352
3628,8/15/2018 22:30,29.452
3629,8/15/2018 23:00,29.352
3630,8/15/2018 23:30,29.352
3631,8/16/2018 0:00,29.252
3632,8/16/2018 0:30,29.252
3633,8/16/2018 1:00,29.252
3634,8/16/2018 1:30,29.152
3635,8/16/2018 2:00,29.152
3636,8/16/2018 2:30,29.152
3637,8/16/2018 3:00,29.152
3638,8/16/2018 3:30,29.152
3639,8/16/2018 4:00,29.053
3640,8/16/2018 4:30,29.053
3641,8/16/2018 5:00,29.053
3642,8/16/2018 5:30,29.053
3643,8/16/2018 6:00,28.953
3644,8/16/2018 6:30,28.953
3645,8/16/2018 7:00,28.953
3646,8/16/2018 7:30,28.953
3647,8/16/2018 8:00,28.953
3648,8/16/2018 8:30,28.853
3649,8/16/2018 9:00,28.853
3650,8/16/2018 9:30,28.853
3651,8/16/2018 10:00,28.853
3652,8/16/2018 10:30,28.853
3653,8/16/2018 11:00,28.853
3654,8/16/2018 11:30,28.853
3655,8/16/2018 12:00,28.953
3656,8/16/2018 12:30,29.053
3657,8/16/2018 13:00,28.953
3658,8/16/2018 13:30,29.152
3659,8/16/2018 14:00,29.252
3660,8/16/2018 14:30,29.252
3661,8/16/2018 15:00,29.452
3662,8/16/2018 15:30,29.352
3663,8/16/2018 16:00,29.152
3664,8/16/2018 16:30,29.152
3665,8/16/2018 17:00,29.552
3666,8/16/2018 17:30,29.452
3667,8/16/2018 18:00,29.552
3668,8/16/2018 18:30,29.452
3669,8/16/2018 19:00,29.352
3670,8/16/2018 19:30,29.352
3671,8/16/2018 20:00,29.452
3672,8/16/2018 20:30,29.352
3673,8/16/2018 21:00,29.452
3674,8/16/2018 21:30,29.452
3675,8/16/2018 22:00,29.452
3676,8/16/2018 22:30,29.452
3677,8/16/2018 23:00,29.352
3678,8/16/2018 23:30,29.352
3679,8/17/2018 0:00,29.352
3680,8/17/2018 0:30,29.352
3681,8/17/2018 1:00,29.352
3682,8/17/2018 1:30,29.352
3683,8/17/2018 2:00,29.352
3684,8/17/2018 2:30,29.252
3685,8/17/2018 3:00,29.252
3686,8/17/2018 3:30,29.252
3687,8/17/2018 4:00,29.252
3688,8/17/2018 4:30,29.152
3689,8/17/2018 5:00,29.152
3690,8/17/2018 5:30,29.053
3691,8/17/2018 6:00,29.053
3692,8/17/2018 6:30,29.053
3693,8/17/2018 7:00,29.053
3694,8/17/2018 7:30,29.053
3695,8/17/2018 8:00,28.953
3696,8/17/2018 8:30,28.953
3697,8/17/2018 9:00,28.953
3698,8/17/2018 9:30,28.953
3699,8/17/2018 10:00,28.953
3700,8/17/2018 10:30,28.953
3701,8/17/2018 11:00,29.053
3702,8/17/2018 11:30,29.152
3703,8/17/2018 12:00,29.152
3704,8/17/2018 12:30,29.152
3705,8/17/2018 13:00,29.152
3706,8/17/2018 13:30,29.252
3707,8/17/2018 14:00,29.252
3708,8/17/2018 14:30,29.452
3709,8/17/2018 15:00,29.652
3710,8/17/2018 15:30,29.853
3711,8/17/2018 16:00,29.652
3712,8/17/2018 16:30,29.652
3713,8/17/2018 17:00,29.752
3714,8/17/2018 17:30,29.853
3715,8/17/2018 18:00,30.054
3716,8/17/2018 18:30,30.054
3717,8/17/2018 19:00,29.953
3718,8/17/2018 19:30,30.054
3719,8/17/2018 20:00,29.953
3720,8/17/2018 20:30,30.054
3721,8/17/2018 21:00,30.054
3722,8/17/2018 21:30,30.054
3723,8/17/2018 22:00,29.953
3724,8/17/2018 22:30,29.953
3725,8/17/2018 23:00,29.853
3726,8/17/2018 23:30,29.853
3727,8/18/2018 0:00,29.752
3728,8/18/2018 0:30,29.752
3729,8/18/2018 1:00,29.652
3730,8/18/2018 1:30,29.652
3731,8/18/2018 2:00,29.652
3732,8/18/2018 2:30,29.652
3733,8/18/2018 3:00,29.652
3734,8/18/2018 3:30,29.652
3735,8/18/2018 4:00,29.552
3736,8/18/2018 4:30,29.552
3737,8/18/2018 5:00,29.552
3738,8/18/2018 5:30,29.552
3739,8/18/2018 6:00,29.552
3740,8/18/2018 6:30,29.552
3741,8/18/2018 7:00,29.452
3742,8/18/2018 7:30,29.452
3743,8/18/2018 8:00,29.452
3744,8/18/2018 8:30,29.452
3745,8/18/2018 9:00,29.452
3746,8/18/2018 9:30,29.352
3747,8/18/2018 10:00,29.352
3748,8/18/2018 10:30,29.352
3749,8/18/2018 11:00,29.352
3750,8/18/2018 11:30,29.452
3751,8/18/2018 12:00,29.552
3752,8/18/2018 12:30,29.652
3753,8/18/2018 13:00,29.853
3754,8/18/2018 13:30,29.853
3755,8/18/2018 14:00,29.552
3756,8/18/2018 14:30,29.652
3757,8/18/2018 15:00,29.953
3758,8/18/2018 15:30,30.054
3759,8/18/2018 16:00,29.752
3760,8/18/2018 16:30,29.853
3761,8/18/2018 17:00,30.054
3762,8/18/2018 17:30,30.154
3763,8/18/2018 18:00,30.154
3764,8/18/2018 18:30,29.953
3765,8/18/2018 19:00,30.054
3766,8/18/2018 19:30,29.953
3767,8/18/2018 20:00,30.054
3768,8/18/2018 20:30,30.054
3769,8/18/2018 21:00,30.054
3770,8/18/2018 21:30,29.953
3771,8/18/2018 22:00,29.953
3772,8/18/2018 22:30,29.953
3773,8/18/2018 23:00,29.853
3774,8/18/2018 23:30,29.853
3775,8/19/2018 0:00,29.853
3776,8/19/2018 0:30,29.853
3777,8/19/2018 1:00,29.752
3778,8/19/2018 1:30,29.752
3779,8/19/2018 2:00,29.752
3780,8/19/2018 2:30,29.752
3781,8/19/2018 3:00,29.752
3782,8/19/2018 3:30,29.652
3783,8/19/2018 4:00,29.652
3784,8/19/2018 4:30,29.652
3785,8/19/2018 5:00,29.652
3786,8/19/2018 5:30,29.652
3787,8/19/2018 6:00,29.652
3788,8/19/2018 6:30,29.652
3789,8/19/2018 7:00,29.552
3790,8/19/2018 7:30,29.552
3791,8/19/2018 8:00,29.552
3792,8/19/2018 8:30,29.552
3793,8/19/2018 9:00,29.552
3794,8/19/2018 9:30,29.552
3795,8/19/2018 10:00,29.552
3796,8/19/2018 10:30,29.652
3797,8/19/2018 11:00,29.652
3798,8/19/2018 11:30,29.752
3799,8/19/2018 12:00,29.853
3800,8/19/2018 12:30,29.853
3801,8/19/2018 13:00,29.953
3802,8/19/2018 13:30,30.054
3803,8/19/2018 14:00,30.154
3804,8/19/2018 14:30,30.154
3805,8/19/2018 15:00,30.255
3806,8/19/2018 15:30,30.356
3807,8/19/2018 16:00,30.356
3808,8/19/2018 16:30,30.054
3809,8/19/2018 17:00,30.054
3810,8/19/2018 17:30,30.457
3811,8/19/2018 18:00,30.558
3812,8/19/2018 18:30,30.255
3813,8/19/2018 19:00,30.154
3814,8/19/2018 19:30,30.054
3815,8/19/2018 20:00,30.356
3816,8/19/2018 20:30,30.356
3817,8/19/2018 21:00,30.255
3818,8/19/2018 21:30,30.255
3819,8/19/2018 22:00,30.356
3820,8/19/2018 22:30,30.356
3821,8/19/2018 23:00,30.457
3822,8/19/2018 23:30,30.457
3823,8/20/2018 0:00,30.457
3824,8/20/2018 0:30,30.356
3825,8/20/2018 1:00,30.356
3826,8/20/2018 1:30,30.356
3827,8/20/2018 2:00,30.255
3828,8/20/2018 2:30,30.255
3829,8/20/2018 3:00,30.255
3830,8/20/2018 3:30,30.255
3831,8/20/2018 4:00,30.255
3832,8/20/2018 4:30,30.255
3833,8/20/2018 5:00,30.255
3834,8/20/2018 5:30,30.154
3835,8/20/2018 6:00,30.154
3836,8/20/2018 6:30,30.154
3837,8/20/2018 7:00,30.154
3838,8/20/2018 7:30,30.154
3839,8/20/2018 8:00,30.054
3840,8/20/2018 8:30,30.054
3841,8/20/2018 9:00,30.054
3842,8/20/2018 9:30,30.054
3843,8/20/2018 10:00,30.054
3844,8/20/2018 10:30,30.054
3845,8/20/2018 11:00,30.154
3846,8/20/2018 11:30,30.255
3847,8/20/2018 12:00,30.154
3848,8/20/2018 12:30,30.356
3849,8/20/2018 13:00,30.457
3850,8/20/2018 13:30,30.558
3851,8/20/2018 14:00,30.659
3852,8/20/2018 14:30,30.76
3853,8/20/2018 15:00,30.862
3854,8/20/2018 15:30,30.862
3855,8/20/2018 16:00,30.862
3856,8/20/2018 16:30,30.76
3857,8/20/2018 17:00,30.76
3858,8/20/2018 17:30,30.862
3859,8/20/2018 18:00,30.76
3860,8/20/2018 18:30,30.76
3861,8/20/2018 19:00,30.963
3862,8/20/2018 19:30,30.862
3863,8/20/2018 20:00,31.064
3864,8/20/2018 20:30,30.457
3865,8/20/2018 21:00,30.457
3866,8/20/2018 21:30,30.356
3867,8/20/2018 22:00,30.356
3868,8/20/2018 22:30,30.356
3869,8/20/2018 23:00,30.457
3870,8/20/2018 23:30,30.356
3871,8/21/2018 0:00,30.356
3872,8/21/2018 0:30,30.255
3873,8/21/2018 1:00,30.255
3874,8/21/2018 1:30,30.255
3875,8/21/2018 2:00,30.255
3876,8/21/2018 2:30,30.255
3877,8/21/2018 3:00,30.154
3878,8/21/2018 3:30,30.154
3879,8/21/2018 4:00,30.154
3880,8/21/2018 4:30,30.154
3881,8/21/2018 5:00,30.054
3882,8/21/2018 5:30,30.054
3883,8/21/2018 6:00,30.054
3884,8/21/2018 6:30,30.054
3885,8/21/2018 7:00,29.953
3886,8/21/2018 7:30,29.953
3887,8/21/2018 8:00,29.953
3888,8/21/2018 8:30,29.953
3889,8/21/2018 9:00,29.953
3890,8/21/2018 9:30,29.953
3891,8/21/2018 10:00,29.953
3892,8/21/2018 10:30,29.953
3893,8/21/2018 11:00,29.953
3894,8/21/2018 11:30,30.054
3895,8/21/2018 12:00,30.054
3896,8/21/2018 12:30,30.356
3897,8/21/2018 13:00,30.457
3898,8/21/2018 13:30,30.457
3899,8/21/2018 14:00,30.558
3900,8/21/2018 14:30,30.558
3901,8/21/2018 15:00,30.659
3902,8/21/2018 15:30,30.76
3903,8/21/2018 16:00,30.76
3904,8/21/2018 16:30,30.76
3905,8/21/2018 17:00,30.963
3906,8/21/2018 17:30,30.862
3907,8/21/2018 18:00,30.76
3908,8/21/2018 18:30,30.862
3909,8/21/2018 19:00,30.76
3910,8/21/2018 19:30,30.76
3911,8/21/2018 20:00,30.862
3912,8/21/2018 20:30,30.659
3913,8/21/2018 21:00,30.558
3914,8/21/2018 21:30,30.457
3915,8/21/2018 22:00,30.457
3916,8/21/2018 22:30,30.457
3917,8/21/2018 23:00,30.558
3918,8/21/2018 23:30,30.457
3919,8/22/2018 0:00,30.457
3920,8/22/2018 0:30,30.356
3921,8/22/2018 1:00,30.356
3922,8/22/2018 1:30,30.255
3923,8/22/2018 2:00,30.255
3924,8/22/2018 2:30,30.255
3925,8/22/2018 3:00,30.255
3926,8/22/2018 3:30,30.154
3927,8/22/2018 4:00,30.154
3928,8/22/2018 4:30,30.154
3929,8/22/2018 5:00,30.154
3930,8/22/2018 5:30,30.154
3931,8/22/2018 6:00,30.154
3932,8/22/2018 6:30,30.154
3933,8/22/2018 7:00,30.054
3934,8/22/2018 7:30,30.054
3935,8/22/2018 8:00,30.054
3936,8/22/2018 8:30,30.054
3937,8/22/2018 9:00,29.953
3938,8/22/2018 9:30,29.953
3939,8/22/2018 10:00,30.054
3940,8/22/2018 10:30,30.054
3941,8/22/2018 11:00,30.154
3942,8/22/2018 11:30,30.154
3943,8/22/2018 12:00,30.054
3944,8/22/2018 12:30,30.255
3945,8/22/2018 13:00,30.356
3946,8/22/2018 13:30,30.457
3947,8/22/2018 14:00,30.457
3948,8/22/2018 14:30,30.659
3949,8/22/2018 15:00,30.659
3950,8/22/2018 15:30,30.659
3951,8/22/2018 16:00,30.558
3952,8/22/2018 16:30,30.76
3953,8/22/2018 17:00,30.659
3954,8/22/2018 17:30,30.659
3955,8/22/2018 18:00,30.76
3956,8/22/2018 18:30,30.659
3957,8/22/2018 19:00,30.963
3958,8/22/2018 19:30,30.862
3959,8/22/2018 20:00,30.862
3960,8/22/2018 20:30,30.76
3961,8/22/2018 21:00,30.659
3962,8/22/2018 21:30,30.659
3963,8/22/2018 22:00,30.659
3964,8/22/2018 22:30,30.457
3965,8/22/2018 23:00,30.457
3966,8/22/2018 23:30,30.558
3967,8/23/2018 0:00,30.356
3968,8/23/2018 0:30,30.154
3969,8/23/2018 1:00,30.255
3970,8/23/2018 1:30,30.255
3971,8/23/2018 2:00,30.255
3972,8/23/2018 2:30,30.255
3973,8/23/2018 3:00,30.154
3974,8/23/2018 3:30,30.154
3975,8/23/2018 4:00,30.154
3976,8/23/2018 4:30,30.154
3977,8/23/2018 5:00,30.154
3978,8/23/2018 5:30,30.154
3979,8/23/2018 6:00,30.154
3980,8/23/2018 6:30,30.054
3981,8/23/2018 7:00,30.054
3982,8/23/2018 7:30,30.054
3983,8/23/2018 8:00,30.054
3984,8/23/2018 8:30,30.054
3985,8/23/2018 9:00,30.054
3986,8/23/2018 9:30,30.054
3987,8/23/2018 10:00,29.953
3988,8/23/2018 10:30,30.054
3989,8/23/2018 11:00,30.154
3990,8/23/2018 11:30,30.154
3991,8/23/2018 12:00,30.154
3992,8/23/2018 12:30,30.154
3993,8/23/2018 13:00,30.255
3994,8/23/2018 13:30,30.356
